route_color,route_id,route_stop_id,stop_name,vehicle_number,arrival_time,departure_time,actual_dwell_seconds
Green,17,212,McCamish & 10th St.,2216,2026-09-21T17:43:58-04:00,2026-09-21T17:44:44-04:00,46.5
Red,20,277,Klaus Building EB,2215,2026-09-21T17:43:52-04:00,2026-09-21T17:45:02-04:00,69.7
Blue,21,299,Fitten Hall,2204,2026-09-21T17:43:58-04:00,2026-09-21T17:45:02-04:00,64.0
Clough,28,393,Publix at the Plaza,2302,2026-09-21T17:42:48-04:00,2026-09-21T17:45:02-04:00,133.6
Red,20,267,Russ Chandler Stadium,2210,2026-09-21T17:44:09-04:00,2026-09-21T17:45:21-04:00,72.2
Blue,21,283,8th St & Hemphill Ave,2206,2026-09-21T17:44:44-04:00,2026-09-21T17:45:27-04:00,42.6
Green,17,206,Hemphill Ave & Curran St,2201,2026-09-21T17:44:44-04:00,2026-09-21T17:45:33-04:00,48.5
Green,17,213,Graduate Living Center,2216,2026-09-21T17:44:50-04:00,2026-09-21T17:45:33-04:00,43.1
Northside Dr. - Atlantic Station,26,362,MARTA Stop 10th St. @ Northside Dr.,2209,2026-09-21T17:42:48-04:00,2026-09-21T17:45:51-04:00,182.9
Gold,29,419,Weber Loop,2308,2026-09-21T17:41:52-04:00,2026-09-21T17:46:03-04:00,250.9
Green,17,209,GT Competition Center (575 14th Street),2201,2026-09-21T17:45:58-04:00,2026-09-21T17:46:23-04:00,25.3
Red,20,268,Klaus Building WB,2210,2026-09-21T17:45:27-04:00,2026-09-21T17:46:23-04:00,56.0
Gold,29,408,Ferst Dr & Hemphill Ave,2307,2026-09-21T17:44:50-04:00,2026-09-21T17:46:23-04:00,93.1
Blue,21,284,Couch Park,2206,2026-09-21T17:45:39-04:00,2026-09-21T17:46:36-04:00,56.9
Gold,29,417,CRC & Stamps Health,2306,2026-09-21T17:41:29-04:00,2026-09-21T17:46:48-04:00,319.2
Gold,29,420,Student Center,2308,2026-09-21T17:46:36-04:00,2026-09-21T17:47:18-04:00,42.2
Emory,18,478,Baker Building on State St.,2304,2026-09-21T17:47:06-04:00,2026-09-21T17:47:30-04:00,23.8
Clough,28,386,Technology Square WB,2302,2026-09-21T17:46:36-04:00,2026-09-21T17:47:30-04:00,54.2
Red,20,269,Nanotechnology,2210,2026-09-21T17:46:48-04:00,2026-09-21T17:47:42-04:00,53.5
Green,17,195,Baker Building,2216,2026-09-21T17:47:18-04:00,2026-09-21T17:47:47-04:00,29.2
Blue,21,285,CRC & Stamps Health,2206,2026-09-21T17:47:06-04:00,2026-09-21T17:47:59-04:00,52.5
Red,20,270,Kendeda Building,2210,2026-09-21T17:47:42-04:00,2026-09-21T17:48:11-04:00,28.6
Red,20,278,Techwood Dr & 5th St - South,2215,2026-09-21T17:46:03-04:00,2026-09-21T17:48:11-04:00,127.4
Gold,29,421,Ferst Drive & Student Center,2306,2026-09-21T17:47:25-04:00,2026-09-21T17:48:11-04:00,45.8
Gold,29,409,Cherry Emerson,2307,2026-09-21T17:47:06-04:00,2026-09-21T17:48:34-04:00,88.0
Clough,28,387,5th Street Bridge WB,2302,2026-09-21T17:47:42-04:00,2026-09-21T17:48:47-04:00,64.7
Blue,21,300,Ferst Drive & Student Center,2206,2026-09-21T17:48:29-04:00,2026-09-21T17:48:58-04:00,28.9
Northside Dr. - Atlantic Station,26,361,16th & Village St.,2209,2026-09-21T17:48:29-04:00,2026-09-21T17:49:16-04:00,47.3
Red,20,279,Techwood Dr & Bobby Dodd Way,2215,2026-09-21T17:48:29-04:00,2026-09-21T17:49:29-04:00,59.8
Gold,29,407,Exhibition Hall,2308,2026-09-21T17:48:04-04:00,2026-09-21T17:49:29-04:00,84.3
Clough,28,392,Clough Commons,2309,2026-09-21T17:44:50-04:00,2026-09-21T17:49:35-04:00,284.8
Gold,29,410,Klaus Building EB,2307,2026-09-21T17:48:41-04:00,2026-09-21T17:49:57-04:00,76.5
Red,20,274,Center St. Apartments & Hemphill Ave,2210,2026-09-21T17:49:04-04:00,2026-09-21T17:50:16-04:00,71.2
Clough,28,395,Fowler Street SB,2302,2026-09-21T17:48:58-04:00,2026-09-21T17:50:34-04:00,96.2
Blue,21,282,West Village,2204,2026-09-21T17:46:16-04:00,2026-09-21T17:50:49-04:00,273.1
Northside Dr. - Atlantic Station,26,363,MARTA Stop (17th & State),2209,2026-09-21T17:50:28-04:00,2026-09-21T17:50:54-04:00,25.9
Clough,28,394,Fowler Street NB,2309,2026-09-21T17:50:28-04:00,2026-09-21T17:51:00-04:00,31.3
Blue,21,283,8th St & Hemphill Ave,2204,2026-09-21T17:50:54-04:00,2026-09-21T17:51:24-04:00,29.7
Clough,28,388,5th Street Bridge EB,2309,2026-09-21T17:51:13-04:00,2026-09-21T17:51:24-04:00,11.0
Gold,29,399,5th Street Bridge EB,2307,2026-09-21T17:51:18-04:00,2026-09-21T17:51:40-04:00,22.0
Gold,29,408,Ferst Dr & Hemphill Ave,2308,2026-09-21T17:51:00-04:00,2026-09-21T17:52:03-04:00,63.6
Red,20,280,COP & North Ave.,2215,2026-09-21T17:51:30-04:00,2026-09-21T17:52:16-04:00,46.9
Green,17,209,GT Competition Center (575 14th Street),2201,2026-09-21T17:46:42-04:00,2026-09-21T17:52:22-04:00,340.1
Northside Dr. - Atlantic Station,26,364,MARTA Stop (17th & Village),2209,2026-09-21T17:51:46-04:00,2026-09-21T17:52:34-04:00,47.4
Blue,21,284,Couch Park,2204,2026-09-21T17:51:40-04:00,2026-09-21T17:52:39-04:00,58.9
Gold,29,419,Weber Loop,2306,2026-09-21T17:48:34-04:00,2026-09-21T17:52:39-04:00,245.1
Blue,21,301,Weber Building Loop,2206,2026-09-21T17:49:16-04:00,2026-09-21T17:52:57-04:00,220.4
Clough,28,389,Technology Square EB,2309,2026-09-21T17:51:52-04:00,2026-09-21T17:53:02-04:00,70.4
Green,17,210,14th St & State St,2201,2026-09-21T17:53:02-04:00,2026-09-21T17:53:31-04:00,28.5
Northside Dr. - Atlantic Station,26,365,MARTA Stop (17th & Bishop),2209,2026-09-21T17:52:34-04:00,2026-09-21T17:53:31-04:00,56.9
Green,17,196,Kendeda Building,2216,2026-09-21T17:47:59-04:00,2026-09-21T17:53:37-04:00,337.8
Gold,29,409,Cherry Emerson,2308,2026-09-21T17:52:51-04:00,2026-09-21T17:54:00-04:00,69.2
Green,17,208,Center St. Apartments & Hemphill Ave,2216,2026-09-21T17:53:37-04:00,2026-09-21T17:54:06-04:00,29.6
Green,17,211,GTRI Conference Center,2201,2026-09-21T17:53:25-04:00,2026-09-21T17:54:12-04:00,46.9
Gold,29,400,Technology Square EB,2307,2026-09-21T17:52:11-04:00,2026-09-21T17:54:12-04:00,121.0
Gold,29,420,Student Center,2306,2026-09-21T17:53:19-04:00,2026-09-21T17:54:24-04:00,64.6
Blue,21,285,CRC & Stamps Health,2204,2026-09-21T17:53:08-04:00,2026-09-21T17:54:48-04:00,100.5
Green,17,418,Georgia Tech Police Department,2216,2026-09-21T17:54:00-04:00,2026-09-21T17:55:01-04:00,60.8
Clough,28,390,College of Business,2309,2026-09-21T17:53:19-04:00,2026-09-21T17:55:07-04:00,107.4
Red,20,272,Paper Tricentennial,2210,2026-09-21T17:50:28-04:00,2026-09-21T17:55:38-04:00,309.9
Gold,29,407,Exhibition Hall,2306,2026-09-21T17:55:01-04:00,2026-09-21T17:55:38-04:00,37.2
Gold,29,410,Klaus Building EB,2308,2026-09-21T17:54:24-04:00,2026-09-21T17:55:50-04:00,86.0
Blue,21,300,Ferst Drive & Student Center,2204,2026-09-21T17:55:32-04:00,2026-09-21T17:56:08-04:00,35.7
Clough,28,391,Academy of Medicine,2309,2026-09-21T17:55:44-04:00,2026-09-21T17:56:27-04:00,43.1
Green,17,212,McCamish & 10th St.,2201,2026-09-21T17:56:02-04:00,2026-09-21T17:56:34-04:00,31.4
Red,20,250,North Avenue Apts - To West Campus,2215,2026-09-21T17:52:22-04:00,2026-09-21T17:56:39-04:00,256.8
Gold,29,401,College of Business,2307,2026-09-21T17:55:13-04:00,2026-09-21T17:56:50-04:00,97.0
Clough,28,392,Clough Commons,2302,2026-09-21T17:51:30-04:00,2026-09-21T17:57:08-04:00,338.4
Green,17,206,Hemphill Ave & Curran St,2216,2026-09-21T17:56:50-04:00,2026-09-21T17:57:21-04:00,30.6
Blue,21,302,COP & North Ave.,2206,2026-09-21T17:56:34-04:00,2026-09-21T17:57:32-04:00,58.4
Blue,21,301,Weber Building Loop,2204,2026-09-21T17:56:34-04:00,2026-09-21T17:57:38-04:00,64.2
Gold,29,402,Academy of Medicine,2307,2026-09-21T17:57:02-04:00,2026-09-21T17:57:38-04:00,35.4
Northside Dr. - Atlantic Station,26,360,MARTA Stop Northside Dr. @ 10th St.,2209,2026-09-21T17:56:02-04:00,2026-09-21T17:57:56-04:00,113.8
Gold,29,399,5th Street Bridge EB,2308,2026-09-21T17:56:39-04:00,2026-09-21T17:58:08-04:00,89.1
Green,17,213,Graduate Living Center,2201,2026-09-21T17:57:08-04:00,2026-09-21T17:58:22-04:00,73.7
Red,20,264,Brown Residence Hall,2215,2026-09-21T17:57:50-04:00,2026-09-21T17:58:22-04:00,31.7
Clough,28,394,Fowler Street NB,2302,2026-09-21T17:58:08-04:00,2026-09-21T17:58:51-04:00,42.6
Gold,29,408,Ferst Dr & Hemphill Ave,2306,2026-09-21T17:57:21-04:00,2026-09-21T17:58:56-04:00,95.6
Green,17,209,GT Competition Center (575 14th Street),2216,2026-09-21T17:58:38-04:00,2026-09-21T17:59:08-04:00,29.6
Red,20,265,Techwood Dr & Field Residence Hall,2215,2026-09-21T17:58:33-04:00,2026-09-21T17:59:13-04:00,40.6
Clough,28,388,5th Street Bridge EB,2302,2026-09-21T17:59:02-04:00,2026-09-21T17:59:44-04:00,41.4
Green,17,195,Baker Building,2201,2026-09-21T17:59:08-04:00,2026-09-21T17:59:49-04:00,41.4
Emory,18,214,Cherry Emerson,2304,2026-09-21T17:59:20-04:00,2026-09-21T18:00:50-04:00,90.3
Red,20,273,West Village,2210,2026-09-21T17:56:45-04:00,2026-09-21T18:00:50-04:00,245.5
Gold,29,409,Cherry Emerson,2306,2026-09-21T17:59:26-04:00,2026-09-21T18:00:56-04:00,90.5
Blue,21,289,North Avenue Apts - To East Campus,2206,2026-09-21T17:57:50-04:00,2026-09-21T18:01:02-04:00,192.3
Gold,29,400,Technology Square EB,2308,2026-09-21T17:58:45-04:00,2026-09-21T18:01:02-04:00,137.4
Red,20,266,Techwood & 5th  - North,2215,2026-09-21T17:59:49-04:00,2026-09-21T18:01:14-04:00,84.8
Clough,28,389,Technology Square EB,2302,2026-09-21T18:00:20-04:00,2026-09-21T18:01:33-04:00,72.8
Red,20,271,8th St & Hemphill Ave,2210,2026-09-21T18:00:56-04:00,2026-09-21T18:01:44-04:00,47.9
Emory,18,225,Klaus Building EB,2304,2026-09-21T18:01:02-04:00,2026-09-21T18:02:13-04:00,71.0
Gold,29,410,Klaus Building EB,2306,2026-09-21T18:01:02-04:00,2026-09-21T18:02:32-04:00,89.9
Northside Dr. - Atlantic Station,26,358,Exhibition Hall,2209,2026-09-21T17:59:38-04:00,2026-09-21T18:02:43-04:00,185.3
Red,20,275,Ferst Dr & Hemphill Ave,2210,2026-09-21T18:01:50-04:00,2026-09-21T18:02:49-04:00,59.6
Gold,29,401,College of Business,2308,2026-09-21T18:01:14-04:00,2026-09-21T18:02:49-04:00,94.9
Blue,21,303,Ferst Dr & Cherry St,2206,2026-09-21T18:02:19-04:00,2026-09-21T18:02:55-04:00,35.5
Red,20,267,Russ Chandler Stadium,2215,2026-09-21T18:01:26-04:00,2026-09-21T18:03:00-04:00,94.4
Green,17,209,GT Competition Center (575 14th Street),2216,2026-09-21T17:59:49-04:00,2026-09-21T18:03:12-04:00,203.1
Blue,21,302,COP & North Ave.,2204,2026-09-21T18:02:26-04:00,2026-09-21T18:03:12-04:00,46.6
Green,17,196,Kendeda Building,2201,2026-09-21T17:59:55-04:00,2026-09-21T18:03:47-04:00,231.6
Gold,29,402,Academy of Medicine,2308,2026-09-21T18:03:00-04:00,2026-09-21T18:03:47-04:00,46.5
Blue,21,463,Ferst Dr. and Weber Building,2206,2026-09-21T18:02:49-04:00,2026-09-21T18:04:09-04:00,80.3
Gold,29,399,5th Street Bridge EB,2306,2026-09-21T18:03:23-04:00,2026-09-21T18:04:09-04:00,45.9
Red,20,276,Cherry Emerson,2210,2026-09-21T18:03:23-04:00,2026-09-21T18:04:16-04:00,52.1
Blue,21,289,North Avenue Apts - To East Campus,2204,2026-09-21T18:03:29-04:00,2026-09-21T18:04:27-04:00,57.5
Red,20,268,Klaus Building WB,2215,2026-09-21T18:03:06-04:00,2026-09-21T18:04:33-04:00,86.8
Clough,28,385,MARTA Midtown Station,2309,2026-09-21T17:59:38-04:00,2026-09-21T18:04:39-04:00,300.5
Green,17,210,14th St & State St,2216,2026-09-21T18:03:47-04:00,2026-09-21T18:04:50-04:00,63.3
Clough,28,390,College of Business,2302,2026-09-21T18:03:06-04:00,2026-09-21T18:04:50-04:00,103.7
Gold,29,396,MARTA Midtown Station,2307,2026-09-21T17:59:55-04:00,2026-09-21T18:05:02-04:00,307.1
Northside Dr. - Atlantic Station,26,359,Center St. Apartments & Hemphill Ave,2209,2026-09-21T18:04:16-04:00,2026-09-21T18:05:13-04:00,57.5
Blue,21,305,Student Center,2206,2026-09-21T18:04:21-04:00,2026-09-21T18:05:19-04:00,58.0
Green,17,208,Center St. Apartments & Hemphill Ave,2201,2026-09-21T18:04:27-04:00,2026-09-21T18:05:31-04:00,64.7
Gold,29,400,Technology Square EB,2306,2026-09-21T18:04:16-04:00,2026-09-21T18:05:31-04:00,75.8
Red,20,277,Klaus Building EB,2210,2026-09-21T18:04:27-04:00,2026-09-21T18:05:38-04:00,71.1
Clough,28,391,Academy of Medicine,2302,2026-09-21T18:05:08-04:00,2026-09-21T18:05:49-04:00,41.4
Northside Dr. - Atlantic Station,26,487,Georgia Tech Police Department,2209,2026-09-21T18:05:13-04:00,2026-09-21T18:06:07-04:00,54.2
Green,17,211,GTRI Conference Center,2216,2026-09-21T18:04:44-04:00,2026-09-21T18:06:26-04:00,101.9
Green,17,418,Georgia Tech Police Department,2201,2026-09-21T18:05:19-04:00,2026-09-21T18:06:38-04:00,79.1
Red,20,269,Nanotechnology,2215,2026-09-21T18:04:56-04:00,2026-09-21T18:06:50-04:00,113.5
Blue,21,303,Ferst Dr & Cherry St,2204,2026-09-21T18:06:07-04:00,2026-09-21T18:07:02-04:00,54.8
Red,20,278,Techwood Dr & 5th St - South,2210,2026-09-21T18:06:14-04:00,2026-09-21T18:07:09-04:00,54.7
Clough,28,393,Publix at the Plaza,2309,2026-09-21T18:04:44-04:00,2026-09-21T18:07:09-04:00,144.3
Blue,21,306,Exhibition Hall,2206,2026-09-21T18:05:55-04:00,2026-09-21T18:07:15-04:00,80.1
Emory,18,215,10th St & MARTA EB,2304,2026-09-21T18:06:50-04:00,2026-09-21T18:07:45-04:00,55.0
Red,20,270,Kendeda Building,2215,2026-09-21T18:06:50-04:00,2026-09-21T18:07:51-04:00,61.1
Blue,21,463,Ferst Dr. and Weber Building,2204,2026-09-21T18:06:56-04:00,2026-09-21T18:07:56-04:00,60.0
Green,17,206,Hemphill Ave & Curran St,2201,2026-09-21T18:07:15-04:00,2026-09-21T18:08:03-04:00,47.5
Red,20,279,Techwood Dr & Bobby Dodd Way,2210,2026-09-21T18:07:26-04:00,2026-09-21T18:08:27-04:00,61.2
Northside Dr. - Atlantic Station,26,362,MARTA Stop 10th St. @ Northside Dr.,2209,2026-09-21T18:07:02-04:00,2026-09-21T18:08:40-04:00,97.8
Blue,21,305,Student Center,2204,2026-09-21T18:08:21-04:00,2026-09-21T18:08:47-04:00,25.8
Gold,29,401,College of Business,2306,2026-09-21T18:07:09-04:00,2026-09-21T18:08:52-04:00,103.8
Green,17,212,McCamish & 10th St.,2216,2026-09-21T18:08:03-04:00,2026-09-21T18:09:09-04:00,66.7
Green,17,209,GT Competition Center (575 14th Street),2201,2026-09-21T18:08:47-04:00,2026-09-21T18:09:17-04:00,30.0
Red,20,274,Center St. Apartments & Hemphill Ave,2215,2026-09-21T18:08:27-04:00,2026-09-21T18:09:28-04:00,60.7
Blue,21,299,Fitten Hall,2206,2026-09-21T18:08:33-04:00,2026-09-21T18:09:46-04:00,72.5
Gold,29,402,Academy of Medicine,2306,2026-09-21T18:09:04-04:00,2026-09-21T18:09:46-04:00,42.4
Red,20,280,COP & North Ave.,2210,2026-09-21T18:09:39-04:00,2026-09-21T18:10:23-04:00,43.8
Red,20,272,Paper Tricentennial,2215,2026-09-21T18:09:39-04:00,2026-09-21T18:10:48-04:00,69.2
Northside Dr. - Atlantic Station,26,361,16th & Village St.,2209,2026-09-21T18:10:04-04:00,2026-09-21T18:10:48-04:00,44.6
Green,17,213,Graduate Living Center,2216,2026-09-21T18:10:17-04:00,2026-09-21T18:11:11-04:00,54.2
Clough,28,386,Technology Square WB,2309,2026-09-21T18:09:51-04:00,2026-09-21T18:11:11-04:00,79.8
Blue,21,306,Exhibition Hall,2204,2026-09-21T18:09:28-04:00,2026-09-21T18:11:24-04:00,115.8
Clough,28,385,MARTA Midtown Station,2302,2026-09-21T18:09:04-04:00,2026-09-21T18:12:06-04:00,182.5
Blue,21,282,West Village,2206,2026-09-21T18:11:11-04:00,2026-09-21T18:12:26-04:00,74.5
Green,17,195,Baker Building,2216,2026-09-21T18:11:30-04:00,2026-09-21T18:12:37-04:00,66.5
Clough,28,387,5th Street Bridge WB,2309,2026-09-21T18:11:24-04:00,2026-09-21T18:12:37-04:00,72.7
Blue,21,299,Fitten Hall,2204,2026-09-21T18:12:31-04:00,2026-09-21T18:13:19-04:00,47.9
Northside Dr. - Atlantic Station,26,363,MARTA Stop (17th & State),2209,2026-09-21T18:12:20-04:00,2026-09-21T18:13:25-04:00,64.4
Blue,21,283,8th St & Hemphill Ave,2206,2026-09-21T18:12:31-04:00,2026-09-21T18:13:30-04:00,59.1
Clough,28,395,Fowler Street SB,2309,2026-09-21T18:12:55-04:00,2026-09-21T18:13:37-04:00,41.7
Green,17,196,Kendeda Building,2216,2026-09-21T18:12:50-04:00,2026-09-21T18:14:17-04:00,87.7
Green,17,209,GT Competition Center (575 14th Street),2201,2026-09-21T18:09:46-04:00,2026-09-21T18:14:17-04:00,271.5
Northside Dr. - Atlantic Station,26,364,MARTA Stop (17th & Village),2209,2026-09-21T18:13:37-04:00,2026-09-21T18:14:23-04:00,46.0
Emory,18,216,Piedmont Road EB,2304,2026-09-21T18:13:54-04:00,2026-09-21T18:14:40-04:00,46.1
Blue,21,284,Couch Park,2206,2026-09-21T18:13:37-04:00,2026-09-21T18:14:47-04:00,70.3
Red,20,250,North Avenue Apts - To West Campus,2210,2026-09-21T18:10:28-04:00,2026-09-21T18:15:20-04:00,291.6
Blue,21,282,West Village,2204,2026-09-21T18:14:47-04:00,2026-09-21T18:15:44-04:00,56.8
Blue,21,285,CRC & Stamps Health,2206,2026-09-21T18:15:20-04:00,2026-09-21T18:16:15-04:00,55.1
Green,17,210,14th St & State St,2201,2026-09-21T18:15:20-04:00,2026-09-21T18:16:33-04:00,73.3
Gold,29,404,Publix at the Plaza,2307,2026-09-21T18:05:49-04:00,2026-09-21T18:17:04-04:00,675.0
Red,20,273,West Village,2215,2026-09-21T18:11:49-04:00,2026-09-21T18:17:09-04:00,320.6
Blue,21,283,8th St & Hemphill Ave,2204,2026-09-21T18:16:09-04:00,2026-09-21T18:17:09-04:00,60.9
Clough,28,393,Publix at the Plaza,2302,2026-09-21T18:12:50-04:00,2026-09-21T18:17:09-04:00,259.7
Gold,29,396,MARTA Midtown Station,2308,2026-09-21T18:07:02-04:00,2026-09-21T18:17:15-04:00,612.7
Blue,21,300,Ferst Drive & Student Center,2206,2026-09-21T18:16:46-04:00,2026-09-21T18:17:21-04:00,34.9
Northside Dr. - Atlantic Station,26,365,MARTA Stop (17th & Bishop),2209,2026-09-21T18:14:23-04:00,2026-09-21T18:18:02-04:00,219.5
Red,20,264,Brown Residence Hall,2210,2026-09-21T18:17:33-04:00,2026-09-21T18:18:09-04:00,36.5
Blue,21,284,Couch Park,2204,2026-09-21T18:17:15-04:00,2026-09-21T18:18:09-04:00,54.3
Green,17,211,GTRI Conference Center,2201,2026-09-21T18:16:33-04:00,2026-09-21T18:18:21-04:00,107.9
Red,20,271,8th St & Hemphill Ave,2215,2026-09-21T18:17:33-04:00,2026-09-21T18:18:45-04:00,72.1
Green,17,208,Center St. Apartments & Hemphill Ave,2216,2026-09-21T18:17:55-04:00,2026-09-21T18:18:51-04:00,55.4
Clough,28,392,Clough Commons,2309,2026-09-21T18:14:34-04:00,2026-09-21T18:18:51-04:00,256.5
Red,20,265,Techwood Dr & Field Residence Hall,2210,2026-09-21T18:18:21-04:00,2026-09-21T18:19:13-04:00,52.1
Blue,21,285,CRC & Stamps Health,2204,2026-09-21T18:18:34-04:00,2026-09-21T18:19:31-04:00,57.6
Blue,21,301,Weber Building Loop,2206,2026-09-21T18:17:44-04:00,2026-09-21T18:19:37-04:00,113.0
